Resolution,Server Name,Task Name,Total Applied Changes,Avg Apply Throughput (rec/sec),latency,Total Change Volume
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,067,958",179,685,23.95 GB
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"34,416,022",386,2,249.94 GB
25-Feb-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"87,290,019",940,155,190.37 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"161,423,561","2,046",2,559.78 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"264,551",5,"1,557",3.03 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"300,330,504","3,500","14,054",6.33 TB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"988,101",0,6,15.81 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,952,017",156,629,23.88 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"32,898,134",412,2,239.01 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"111,956,812","1,329",241,242.05 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"162,118,787","1,792",2,564.12 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"239,257",11,"1,530",2.67 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"300,213,719","3,507","13,882",6.33 TB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,016,796",13,8,16.29 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,970,155",169,709,23.95 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"34,257,672",399,2,249.13 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"93,478,373",988,168,204.25 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"202,719,953","2,212",2,704.12 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"216,570",0,"1,545",2.34 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,169,948","3,516","14,393",6.35 TB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,200,405",14,10,19.23 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,488,094",143,617,24.95 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"42,205,375",478,1,307.85 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"94,272,404",752,153,209.12 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"197,873,082","2,221",2,679.81 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"160,278",0,"1,914",1.67 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,429,718","3,558","14,381",6.37 TB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,230,927",0,15,19.71 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"18,008,655",133,732,26.55 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"34,692,971",381,1,252.11 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"118,753,323","1,336",287,266.21 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"169,284,463","1,641",5,573.60 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"76,323",0,"1,496",815.27 MB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,439,657","3,523","13,521",6.35 TB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,021,034",26,7,16.39 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,934,556",175,663,23.38 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"28,342,005",317,1,205.84 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"119,179,936","1,409",291,267.48 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"181,859,430","2,078",3,623.67 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"101,932",11,"1,476",1.28 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,272,801","3,502","13,550",6.35 TB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,071,209",14,5,17.18 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,062,243",382,725,23.80 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"34,857,912",447,2,252.87 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"91,581,583",969,191,206.56 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"159,492,785","1,632",1,552.91 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"217,430",7,"1,564",2.63 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,292,049","3,521","13,708",6.35 TB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,052,387",0,8,16.82 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,614,228",173,708,24.55 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"32,283,455",367,1,234.09 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"97,663,790","1,183",195,216.22 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"183,948,429","1,871",1,630.90 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"280,396",1,"1,481",3.34 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,269,405","3,501","13,425",6.35 TB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,052,160",0,7,16.84 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,512,512",57,726,24.45 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"34,114,078",364,2,247.35 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"93,397,156","1,029",168,207.21 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"164,118,973","1,757",2,567.44 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"273,193",1,"1,561",3.21 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,458,919","3,481","13,502",6.35 TB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,058,322",0,8,16.95 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,451,291",190,632,24.30 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"33,447,771",346,1,242.56 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"109,277,333","1,269",232,239.23 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"155,704,612","1,677",2,541.63 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"272,435",2,"1,570",3.22 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,890,120","3,516","13,760",6.36 TB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,038,813",13,8,16.63 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,593,569",325,640,24.54 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"32,885,385",349,1,238.62 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"97,462,798","1,135",181,218.58 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"150,119,129","1,597",2,521.75 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"205,812",0,"1,583",2.24 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,736,639","3,501","13,402",6.36 TB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,036,619",0,6,16.62 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,419,545",143,720,24.17 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"29,374,536",323,1,213.30 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"91,682,056",969,172,205.99 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"155,449,828","1,537",2,533.63 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"102,444",13,"1,505",1.07 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,870,885","3,476","12,681",6.36 TB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"996,789",15,8,16.01 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,222,604",314,670,23.80 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"27,269,574",302,1,197.97 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"89,524,160",971,167,204.34 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"170,429,254","1,858",2,589.10 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"127,649",1,"1,486",1.67 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,547,758","3,523","13,725",6.35 TB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,045,306",14,5,16.78 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,485,939",175,656,24.44 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"33,670,163",364,1,244.18 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"93,000,019","1,007",167,206.74 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"169,753,921","1,932",5,581.22 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"229,470",1,"1,528",2.77 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,037,640","3,497","13,220",6.36 TB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,037,813",0,7,16.61 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,770,949",187,611,24.79 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,828,371",387,2,230.91 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"100,324,616","1,198",188,221.98 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"153,237,907","1,609",2,530.94 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"284,212",1,"1,524",3.39 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,856,756","3,501","13,680",6.36 TB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,036,985",13,5,16.61 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,645,724",202,680,24.59 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"30,540,094",323,2,221.49 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"90,687,636",964,168,201.73 GB
13-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"166,143,648","1,764",2,569.25 GB
13-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"284,934",1,"1,585",3.40 GB
13-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"300,979,879","3,481","13,918",6.34 TB
13-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,046,378",15,8,16.76 GB
13-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,746,918",173,722,23.26 GB
13-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"30,076,544",330,2,218.28 GB
13-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"90,179,422","1,009",160,200.83 GB
14-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"157,506,449","1,953",1,546.12 GB
14-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"290,242",6,"1,521",3.47 GB
14-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,475,632","3,431","13,813",6.35 TB
14-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,035,260",13,10,16.58 GB
14-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,800,365",385,635,23.35 GB
14-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,761,862",350,1,230.52 GB
14-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"101,641,018","1,171",203,227.20 GB
15-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"149,567,639","1,567",2,521.01 GB
15-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"212,250",0,"1,634",2.26 GB
15-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,219,504","3,497","13,448",6.35 TB
15-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,039,571",0,6,16.65 GB
15-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,666,430",171,700,23.06 GB
15-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"30,364,659",359,2,220.31 GB
15-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"92,954,240","1,061",195,208.10 GB
16-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"143,061,795","1,681",2,496.80 GB
16-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"108,341",0,"1,589",1.13 GB
16-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,505,966","3,471","13,237",6.35 TB
16-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"989,416",12,8,15.89 GB
16-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,445,631",160,725,22.63 GB
16-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"27,453,038",326,1,199.27 GB
16-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"89,064,356","1,047",175,204.19 GB
17-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"198,931,932","3,133",2,680.89 GB
17-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"130,620",1,"1,699",1.72 GB
17-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,529,021","3,478","14,612",6.35 TB
17-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,040,964",13,9,16.70 GB
17-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,765,061",148,751,23.39 GB
17-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"36,238,808",404,2,262.95 GB
17-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"85,339,241","1,021",171,194.78 GB
18-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"174,294,489","2,173",2,604.48 GB
18-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"236,154",1,"1,615",2.88 GB
18-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,640,857","3,451","14,923",6.36 TB
18-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,018,756",15,7,16.29 GB
18-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,785,759",165,667,23.34 GB
18-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"35,349,941",398,2,256.87 GB
18-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"118,449,319","1,349",305,259.68 GB
19-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"168,775,406","1,890",1,586.94 GB
19-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"294,154",1,"1,662",3.49 GB
19-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,677,826","3,472","15,166",6.36 TB
19-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,012,282",0,7,16.19 GB
19-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,721,142",161,696,23.24 GB
19-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"34,893,441",382,1,253.22 GB
19-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"102,307,348","1,186",242,227.47 GB
20-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"183,790,993","2,136",1,638.47 GB
20-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"287,652",1,"1,596",3.40 GB
20-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,737,487","3,454","15,635",6.36 TB
20-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,024,420",0,7,16.39 GB
20-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,718,824",165,729,23.24 GB
20-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"38,094,189",476,1,276.47 GB
20-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"98,833,820","1,131",228,220.70 GB
21-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"194,389,314","2,930",1,669.17 GB
21-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"254,509",10,"1,684",2.84 GB
21-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,591,724","3,559","16,409",6.38 TB
21-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,025,812",14,12,16.42 GB
21-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,731,660",181,708,23.28 GB
21-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"37,125,834",473,1,269.51 GB
21-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"109,415,317","1,275",284,249.54 GB
22-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"169,643,412","2,035",2,588.44 GB
22-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"196,866",0,"1,581",2.11 GB
