Resolution,Server Name,Task Name,Total Applied Changes,Avg Apply Throughput (rec/sec),latency,Total Change Volume
22-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,310,656","3,571","14,928",6.37 TB
22-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,019,722",13,6,16.34 GB
22-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,659,213",179,669,23.13 GB
22-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"33,046,705",365,2,239.95 GB
22-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"116,143,143","1,353",316,259.43 GB
23-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"147,362,176","1,646",2,514.55 GB
23-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"102,672",0,"1,576",1.07 GB
23-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,173,915","3,493","14,110",6.37 TB
23-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"984,441",12,8,15.81 GB
23-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,474,997",161,716,22.68 GB
23-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"29,875,596",333,1,216.97 GB
23-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"101,299,054","1,305",244,230.30 GB
24-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"176,825,922","2,018",1,613.86 GB
24-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"111,232",1,"1,481",1.36 GB
24-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,991,050","3,549","14,261",6.36 TB
24-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,023,802",0,8,16.43 GB
24-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,803,536",176,728,23.52 GB
24-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"36,880,420",398,2,267.59 GB
24-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"86,868,620","1,000",184,197.66 GB
25-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"211,399,996","2,461",16,726.00 GB
25-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"205,064",8,"1,686",2.45 GB
25-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,824,223","3,438","15,070",6.38 TB
25-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,023,999",0,9,16.38 GB
25-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,246,580",169,712,24.34 GB
25-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"39,953,718",477,3,290.06 GB
25-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"104,836,334","1,182",270,236.75 GB
26-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"188,890,469","2,012",1,653.98 GB
26-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"233,266",0,"1,700",2.58 GB
26-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,276,245","3,465","15,306",6.39 TB
26-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,004,877",20,5,16.08 GB
26-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,098,999",157,750,24.12 GB
26-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"37,508,148",427,2,272.27 GB
26-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"127,536,527","1,424",364,286.95 GB
27-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"182,268,698","2,168",2,635.67 GB
27-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"237,223",14,"1,625",2.63 GB
27-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,228,396","3,499","15,011",6.39 TB
27-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,033,381",0,9,16.54 GB
27-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,988,909",237,673,23.93 GB
27-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"38,569,410",436,1,280.17 GB
27-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"113,191,190","1,326",287,257.71 GB
28-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"171,348,531","1,818",1,597.84 GB
28-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"188,769",0,"1,707",2.01 GB
28-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,278,152","3,513","15,408",6.39 TB
28-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,063,697",14,5,17.03 GB
28-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,790,092",165,758,23.46 GB
28-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"34,582,161",385,1,251.11 GB
28-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"109,074,629","1,289",301,249.97 GB
29-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"175,915,340","1,909",2,605.22 GB
29-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"94,049",0,"1,585",1015.64 MB
29-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,341,266","3,478","14,681",6.37 TB
29-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"992,169",13,9,15.92 GB
29-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,514,457",116,724,22.86 GB
29-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"32,384,840",352,1,235.28 GB
29-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"100,876,786","1,206",251,228.78 GB
30-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"157,881,597","1,787",2,548.51 GB
30-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"34,185",0,"1,574",366.62 MB
30-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,803,437","3,506","14,427",6.38 TB
30-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"964,623",0,6,15.49 GB
30-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,349,487",150,677,22.52 GB
30-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"30,206,721",351,2,219.52 GB
30-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"107,464,461","1,301",283,247.06 GB
31-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"96,860,019","1,162",2,339.00 GB
31-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"22,711",0,"1,529",243.18 MB
31-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,610,499","3,494","13,746",6.38 TB
31-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"942,139",12,8,15.13 GB
31-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,383,562",162,711,22.55 GB
31-Mar-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"18,167,700",226,2,132.20 GB
31-Mar-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"95,147,620","1,161",231,219.93 GB
01-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"150,469,881","1,427",2,506.08 GB
01-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"19,214",0,"1,723",205.69 MB
01-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,352,947","3,550","13,836",6.37 TB
01-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"962,566",14,9,15.47 GB
01-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"17,508,960",212,696,25.80 GB
01-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"22,378,591",250,1,162.44 GB
01-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"58,283,581",702,58,137.70 GB
02-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"118,237,399","1,523",2,411.45 GB
02-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"20,776",0,"1,460",222.41 MB
02-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,085,232","3,492","13,727",6.37 TB
02-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,008,049",13,3,16.19 GB
02-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,971,632",323,640,23.46 GB
02-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"22,906,391",298,2,166.26 GB
02-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"95,899,985","1,119",155,220.21 GB
03-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"127,005,810","1,482",2,435.61 GB
03-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"24,174",0,"1,504",258.71 MB
03-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,370,274","3,476","13,212",6.35 TB
03-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,040,798",13,6,16.71 GB
03-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,826,466",172,744,23.23 GB
03-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"23,290,102",286,1,168.99 GB
03-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"69,987,707",875,100,158.77 GB
04-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"142,106,523","1,584",4,486.51 GB
04-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"27,787",0,"1,411",297.05 MB
04-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,600,757","3,449","13,578",6.36 TB
04-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,042,318",15,8,16.74 GB
04-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,785,305",53,680,23.16 GB
04-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"24,753,087",275,1,179.59 GB
04-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"69,725,849",882,105,159.46 GB
05-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"144,786,484","1,445",11,496.07 GB
05-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"29,889",0,"1,527",319.52 MB
05-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,715,480","3,545","13,500",6.36 TB
05-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,036,211",15,6,16.64 GB
05-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,967,277",158,684,23.56 GB
05-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"25,612,062",272,1,185.88 GB
05-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"78,152,995",977,129,174.74 GB
06-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"117,015,214","1,253",2,408.07 GB
06-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"28,071",0,"1,472",299.06 MB
06-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,883,788","3,527","13,740",6.36 TB
06-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,049,927",18,9,16.86 GB
06-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,166,517",185,647,23.86 GB
06-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"23,576,690",263,1,171.10 GB
06-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"87,644,367","1,019",164,196.57 GB
07-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"133,543,862","1,526",2,464.13 GB
07-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"30,545",0,"1,509",329.57 MB
07-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,365,889","3,467","13,427",6.35 TB
07-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,038,387",12,8,16.67 GB
07-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,226,168",167,745,24.01 GB
07-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"26,458,814",300,2,192.00 GB
07-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"68,375,750",861,97,153.41 GB
08-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"156,735,942","1,735",1,542.97 GB
08-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"113,783",1,"1,530",1.39 GB
08-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,884,459","3,500","14,329",6.36 TB
08-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,038,789",13,5,16.65 GB
08-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,592,600",233,683,24.84 GB
08-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,077,064",334,1,225.36 GB
08-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"78,048,071",875,131,173.49 GB
09-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"169,373,445","1,873",2,581.31 GB
09-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"239,054",7,"1,564",2.84 GB
09-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,906,370","3,486","14,355",6.36 TB
09-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,023,163",13,8,16.34 GB
09-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,466,114",166,708,24.45 GB
09-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,133,463",387,1,225.63 GB
09-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"91,521,392","1,073",187,201.45 GB
10-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"158,434,343","1,815",2,550.07 GB
10-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"296,562",1,"1,491",3.47 GB
10-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,939,335","3,486","14,908",6.36 TB
10-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,026,265",16,9,16.41 GB
10-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,091,803",299,590,23.81 GB
10-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,915,576",362,1,231.30 GB
10-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"100,394,011","1,179",210,220.20 GB
11-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"163,994,719","1,757",4,561.87 GB
11-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"311,772",1,"1,596",3.66 GB
11-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,985,876","3,473","14,286",6.36 TB
11-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,030,334",15,7,16.48 GB
11-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,919,259",161,765,23.55 GB
11-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"30,529,662",338,1,221.27 GB
11-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"92,292,030","1,123",183,203.62 GB
12-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"159,476,352","1,764",3,547.42 GB
12-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"230,127",0,"1,639",2.43 GB
12-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,150,355","3,481","14,150",6.39 TB
12-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,048,610",0,10,16.80 GB
12-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,652,381",206,680,22.98 GB
12-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"28,129,523",335,2,203.93 GB
12-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"91,677,591","1,118",77,214.45 GB
13-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"148,273,333","1,521",2,508.06 GB
13-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"108,785",0,"1,423",1.13 GB
13-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,552,515","3,498","13,293",6.38 TB
13-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,036,542",14,4,16.65 GB
13-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,492,570",143,612,22.73 GB
13-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"25,392,687",333,1,184.17 GB
13-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"87,956,455","1,069",117,201.76 GB
14-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"155,720,797","1,847",2,538.83 GB
14-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"134,348",1,"1,387",1.78 GB
14-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,503,050","3,450","13,974",6.35 TB
14-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,069,862",1,5,17.17 GB
14-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,764,882",193,663,23.37 GB
14-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"30,966,286",409,1,224.37 GB
14-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"87,852,020","1,124",170,191.80 GB
15-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"153,423,341","1,843",1,533.42 GB
15-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"247,245",1,"1,472",2.99 GB
15-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,940,328","3,432","14,087",6.36 TB
15-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,030,939",14,9,16.49 GB
15-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,825,795",396,577,23.40 GB
15-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,234,770",359,1,226.40 GB
15-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"91,014,726","1,141",164,200.10 GB
