Resolution,Server Name,Task Name,Total Applied Changes,Avg Apply Throughput (rec/sec),latency,Total Change Volume
16-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"157,930,230","1,781",1,546.83 GB
16-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"301,462",1,"1,473",3.59 GB
16-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,858,009","3,534","14,044",6.36 TB
16-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,006,192",22,6,16.10 GB
16-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,741,815",177,722,23.25 GB
16-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,245,606",356,1,226.51 GB
16-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"88,929,968",970,164,195.73 GB
17-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"172,339,786","1,647",1,591.30 GB
17-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"299,468",1,"1,532",3.58 GB
17-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,191,598","3,499","13,907",6.37 TB
17-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,031,679",14,5,16.51 GB
17-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,737,055",134,687,23.27 GB
17-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,648,342",344,1,229.31 GB
17-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"92,462,031","1,106",181,203.93 GB
18-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"133,951,258","1,456",2,465.75 GB
18-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"210,747",0,"1,566",2.25 GB
18-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,127,284","3,501","13,848",6.37 TB
18-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,055,372",13,5,16.91 GB
18-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,555,074",124,586,22.86 GB
18-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"26,578,129",287,1,192.68 GB
18-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"102,160,316","1,234",224,223.78 GB
19-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"154,896,624","1,669",3,530.79 GB
19-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"108,523",0,"1,485",1.16 GB
19-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"301,625,306","3,495","13,209",6.36 TB
19-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,017,208",20,4,16.34 GB
19-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,432,338",151,731,22.67 GB
19-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"28,780,114",328,1,208.63 GB
19-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"78,004,447",891,122,172.80 GB
20-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"152,376,768","1,604",3,521.18 GB
20-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"50,600",0,"1,503",543.24 MB
20-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,087,901","3,523","12,871",6.37 TB
20-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,027,102",13,9,16.50 GB
20-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,386,102",172,665,22.56 GB
20-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"27,372,619",295,1,198.46 GB
20-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"84,857,652","1,015",151,190.41 GB
21-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"172,700,800","1,671",1,592.34 GB
21-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"157,432",1,"1,447",2.05 GB
21-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,044,955","3,554","14,151",6.36 TB
21-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,047,415",16,8,16.81 GB
21-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,693,565",155,589,23.32 GB
21-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"32,120,117",346,1,232.76 GB
21-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"82,270,572",941,145,182.18 GB
22-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"153,244,488","1,834",1,531.56 GB
22-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"298,552",6,"1,560",3.58 GB
22-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,298,320","3,501","13,869",6.37 TB
22-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,032,087",0,7,16.51 GB
22-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,764,515",185,707,23.34 GB
22-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,013,945",344,1,224.91 GB
22-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"101,963,404","1,105",190,222.01 GB
23-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"144,841,257","1,660",2,503.45 GB
23-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"338,148",1,"1,548",4.01 GB
23-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,064,911","3,512","14,236",6.36 TB
23-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"985,569",0,7,15.77 GB
23-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,791,957",151,696,23.35 GB
23-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"29,973,322",319,1,217.36 GB
23-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"88,600,580",963,167,192.99 GB
24-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"149,490,914","1,773",2,518.37 GB
24-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"303,951",1,"1,513",3.61 GB
24-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,053,429","3,526","14,804",6.36 TB
24-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,012,413",12,8,16.21 GB
24-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,778,663",173,751,23.33 GB
24-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"30,356,485",366,1,220.03 GB
24-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"83,696,386",994,160,183.17 GB
25-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"187,555,121","1,898",13,641.13 GB
25-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"299,009",1,"1,519",3.53 GB
25-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,563,191","3,502","14,121",6.37 TB
25-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,039,464",0,7,16.64 GB
25-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,086,741",150,702,23.92 GB
25-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"34,779,214",391,1,252.19 GB
25-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"87,207,529","1,141",166,192.10 GB
26-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"153,594,909","1,709",2,533.94 GB
26-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"94,333",6,"1,509",1.06 GB
26-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,934,713","3,479","15,572",6.38 TB
26-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,033,118",0,18,16.56 GB
26-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"5,399,745",170,635,8.34 GB
26-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"30,889,428",335,2,224.74 GB
26-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"97,978,646","1,433",326,206.98 GB
27-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"144,606,127","1,607",2,495.90 GB
27-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"113,680",0,"1,485",1.19 GB
27-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,660,110","3,506","13,898",6.38 TB
27-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,033,630",13,7,16.60 GB
27-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,471,145",149,654,22.70 GB
27-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"26,962,902",297,2,196.30 GB
27-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"90,538,763","1,041",196,203.37 GB
28-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"173,341,460","1,856",3,593.96 GB
28-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"116,594",1,"1,464",1.43 GB
28-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,390,630","3,499","14,500",6.37 TB
28-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,064,508",12,7,17.08 GB
28-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,923,867",169,743,23.87 GB
28-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"33,789,488",371,2,245.59 GB
28-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"76,323,826",884,126,168.76 GB
29-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"176,821,997","1,759",2,606.75 GB
29-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"198,030",0,"1,518",2.21 GB
29-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"302,677,239","3,481","14,810",6.38 TB
29-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,003,013",15,12,16.04 GB
29-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,048,070",209,675,24.05 GB
29-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"33,160,496",365,2,240.54 GB
29-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"94,463,777","1,175",191,207.33 GB
30-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"181,203,735","1,901",2,628.15 GB
30-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"223,770",0,"1,510",2.40 GB
30-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,279,012","3,550","14,931",6.39 TB
30-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,024,304",18,7,16.40 GB
30-Apr-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,412,634",171,600,24.70 GB
30-Apr-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"36,414,939",393,2,264.11 GB
30-Apr-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"104,106,493","1,194",245,226.19 GB
01-May-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"197,612,541","2,035",1,679.07 GB
01-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"162,253",0,"1,893",1.69 GB
01-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"305,066,385","3,575","15,542",6.43 TB
01-May-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,071,441",23,8,17.15 GB
01-May-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"18,392,302",173,687,27.35 GB
01-May-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"34,337,122",389,2,249.22 GB
01-May-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"107,490,544","1,314",242,243.12 GB
02-May-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"173,759,449","1,818",2,604.71 GB
02-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"159,544",1,"1,571",1.91 GB
02-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,333,425","3,475","14,845",6.39 TB
02-May-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,030,113",16,7,16.51 GB
02-May-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,708,230",149,667,24.78 GB
02-May-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"35,847,750",431,2,260.18 GB
02-May-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"116,892,542","1,435",308,256.36 GB
03-May-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"158,100,825","1,892",2,551.20 GB
03-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"156,418",0,"1,521",1.63 GB
03-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,274,184","3,543","14,266",6.39 TB
03-May-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,067,846",15,5,17.08 GB
03-May-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,131,285",166,679,23.68 GB
03-May-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,357,643",349,2,227.65 GB
03-May-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"101,087,856","1,199",232,223.67 GB
04-May-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"149,306,201","1,570",2,518.47 GB
04-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"101,999",0,"1,496",1.06 GB
04-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,359,263","3,505","13,739",6.39 TB
04-May-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,035,859",0,6,16.63 GB
04-May-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,756,890",146,662,23.11 GB
04-May-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"27,995,978",310,2,203.03 GB
04-May-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"92,868,537","1,048",195,209.35 GB
05-May-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"200,224,155","2,031",2,689.35 GB
05-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"120,031",1,"1,393",1.52 GB
05-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,408,565","3,517","14,261",6.39 TB
05-May-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,065,570",0,7,17.09 GB
05-May-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,115,704",198,667,23.93 GB
05-May-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"37,994,271",408,2,275.43 GB
05-May-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"87,649,070","1,024",184,194.81 GB
06-May-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"173,505,150","1,875",2,599.48 GB
06-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"226,784",1,"1,512",2.66 GB
06-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,385,033","3,473","14,932",6.39 TB
06-May-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,063,458",14,6,17.00 GB
06-May-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,237,418",194,674,24.01 GB
06-May-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"35,602,762",416,2,258.08 GB
06-May-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"117,190,558","1,365",295,254.55 GB
07-May-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"162,736,644","1,837",3,565.49 GB
07-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"275,855",1,"1,461",3.20 GB
07-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,139,419","3,523","14,351",6.39 TB
07-May-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,047,532",13,7,16.76 GB
07-May-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,033,283",143,669,23.69 GB
07-May-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"33,056,011",387,1,239.68 GB
07-May-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"101,291,605","1,106",221,221.48 GB
08-May-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"162,047,470","1,942",2,562.25 GB
08-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"265,036",1,"1,474",3.07 GB
08-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,199,895","3,552","14,636",6.39 TB
08-May-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,037,347",0,7,16.60 GB
08-May-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,123,865",135,648,23.82 GB
08-May-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"32,609,545",422,2,236.31 GB
08-May-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"94,110,132","1,225",213,205.98 GB
09-May-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"179,468,767","1,857",2,615.85 GB
09-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"268,944",15,"1,526",3.13 GB
09-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,297,344","3,516","14,766",6.39 TB
09-May-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,039,546",14,8,16.64 GB
09-May-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"16,134,337",142,707,23.87 GB
09-May-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"32,927,261",376,1,238.74 GB
09-May-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"94,023,086","1,118",194,206.07 GB
10-May-2025,QLIK-REPLICATE-PROD-1,JRRB08_JRNBRIM_TO_KAFKA,"164,958,260","2,019",3,571.54 GB
10-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA,"203,426",0,"1,506",2.16 GB
10-May-2025,QLIK-REPLICATE-PROD-1,JRRB10_JRNBRIM_TO_KAFKA_2,"303,384,965","3,558","14,344",6.39 TB
10-May-2025,QLIK-REPLICATE-PROD-1,JRRB11_JRNBRIM_TO_KAFKA,"1,048,117",15,5,16.79 GB
10-May-2025,QLIK-REPLICATE-PROD-1,JRRB13_JRNBRIM_TO_KAFKA,"15,919,454",104,626,23.40 GB
10-May-2025,QLIK-REPLICATE-PROD-1,JRTLOG_JRNBRIM_TO_KAFKA,"31,770,188",416,2,230.51 GB
10-May-2025,QLIK-REPLICATE-PROD-1,TELJRN24_JRNBRI_TO_KAFKA,"106,295,709","1,299",253,232.65 GB